tissue1,tissue2,IGH,IGK,IGL,TRA,TRB,TRD,TRG
Esophagus - Gastroesophageal Junction,Breast - Mammary Tissue,1.0,0.998259355962,1.0,1.0,1.0,1.0,1.0
Esophagus - Gastroesophageal Junction,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Gastroesophageal Junction,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Gastroesophageal Junction,Colon - Sigmoid,1.0,0.996198446164,1.0,1.0,1.0,1.0,1.0
Esophagus - Gastroesophageal Junction,Colon - Transverse,1.0,0.997912861988,0.998913633895,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Adipose - Subcutaneous,1.0,0.991031390135,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Adipose - Visceral (Omentum),1.0,0.97813581573,0.990943950395,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Adrenal Gland,1.0,0.986653956149,0.996428571429,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Artery - Aorta,1.0,0.984126984127,0.993854033291,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Artery - Coronary,1.0,0.970425138632,0.99012345679,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Artery - Tibial,1.0,0.997063142438,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Brain - Substantia nigra,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Breast - Mammary Tissue,1.0,0.982642237223,0.991304347826,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Cells - EBV-transformed lymphocytes,1.0,0.979211121015,0.990528090886,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Colon - Sigmoid,1.0,0.982905982906,0.993865030675,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Colon - Transverse,0.995281301664,0.939051576417,0.970830706534,1.0,1.0,1.0,1.0
Esophagus - Mucosa,Esophagus - Gastroesophageal Junction,1.0,0.992322456814,0.997287708187,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Adipose - Visceral (Omentum),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Artery - Aorta,1.0,0.990697674419,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Artery - Coronary,1.0,0.991620111732,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Breast - Mammary Tissue,1.0,0.998331595412,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Colon - Sigmoid,1.0,0.999030900135,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Colon - Transverse,1.0,0.997333639432,0.998829975663,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Esophagus - Muscularis,Esophagus - Mucosa,1.0,0.993747801962,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Adipose - Visceral (Omentum),1.0,0.980582524272,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Artery - Aorta,1.0,0.97716311687,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Artery - Coronary,1.0,0.985519125683,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Brain - Substantia nigra,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Breast - Mammary Tissue,1.0,0.997503121099,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Colon - Sigmoid,1.0,0.999155643118,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Colon - Transverse,1.0,0.996845425868,0.999641833811,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Esophagus - Mucosa,1.0,0.991366906475,1.0,1.0,1.0,1.0,1.0
Heart - Atrial Appendage,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Adipose - Visceral (Omentum),1.0,0.988439306358,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Artery - Aorta,1.0,0.996383363472,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Artery - Coronary,1.0,0.997210914701,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Breast - Mammary Tissue,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Colon - Sigmoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Colon - Transverse,1.0,0.998361997264,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Esophagus - Mucosa,1.0,0.993877544645,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Heart - Left Ventricle,Heart - Atrial Appendage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kidney - Cortex,Adipose - Subcutaneous,1.0,0.983402489627,1.0,1.0,1.0,1.0,1.0
Kidney - Cortex,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Kidney - Cortex,Esophagus - Mucosa,1.0,0.971717171717,0.991099243436,1.0,1.0,1.0,1.0
Kidney - Cortex,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Adipose - Subcutaneous,1.0,0.987664558368,1.0,1.0,1.0,1.0,1.0
Liver,Adipose - Visceral (Omentum),1.0,0.96816416146,0.980913978495,1.0,1.0,1.0,1.0
Liver,Adrenal Gland,1.0,0.974426294842,0.993558776167,1.0,1.0,1.0,1.0
Liver,Artery - Aorta,1.0,0.965317919075,0.988713318284,1.0,1.0,1.0,1.0
Liver,Artery - Coronary,0.99209486166,0.968,0.98347107438,1.0,1.0,1.0,1.0
Liver,Artery - Tibial,1.0,0.99716713881,1.0,1.0,1.0,1.0,1.0
Liver,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Liver,Breast - Mammary Tissue,1.0,0.975609756098,0.989743589744,1.0,1.0,1.0,1.0
Liver,Cells - EBV-transformed lymphocytes,1.0,0.964912280702,0.9875,1.0,1.0,1.0,1.0
Liver,Cells - Transformed fibroblasts,1.0,0.997638231334,1.0,1.0,1.0,1.0,1.0
Liver,Colon - Sigmoid,1.0,0.989251348795,1.0,1.0,1.0,1.0,1.0
Liver,Colon - Transverse,0.997467553023,0.955920041005,0.977917981073,1.0,1.0,1.0,1.0
Liver,Esophagus - Gastroesophageal Junction,1.0,0.990199530517,1.0,1.0,1.0,1.0,1.0
Liver,Esophagus - Mucosa,1.0,0.9670781893,0.983319432861,1.0,1.0,1.0,1.0
Liver,Esophagus - Muscularis,1.0,0.993500493667,1.0,1.0,1.0,1.0,1.0
Liver,Heart - Atrial Appendage,1.0,0.986448847811,1.0,1.0,1.0,1.0,1.0
Liver,Heart - Left Ventricle,1.0,0.994315249645,1.0,1.0,1.0,1.0,1.0
Lung,Adipose - Subcutaneous,0.99921953763,0.986741292658,0.991699604743,1.0,1.0,1.0,1.0
Lung,Adipose - Visceral (Omentum),0.993527508091,0.968051118211,0.980544747082,1.0,1.0,1.0,1.0
Lung,Adrenal Gland,1.0,0.987431185654,0.995744603795,1.0,1.0,1.0,1.0
Lung,Artery - Aorta,0.993197278912,0.969811320755,0.986301369863,1.0,1.0,1.0,1.0
Lung,Artery - Coronary,0.996487166181,0.963783683921,0.979457820526,1.0,1.0,1.0,1.0
Lung,Artery - Tibial,1.0,0.994475138122,0.997885835095,1.0,1.0,1.0,1.0
Lung,Brain - Amygdala,1.0,0.996633597884,0.9992609017,1.0,1.0,1.0,1.0
Lung,Brain - Anterior cingulate cortex (BA24),1.0,0.99784714747,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Caudate (basal ganglia),1.0,0.996746438206,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Cerebellar Hemisphere,1.0,0.999438832772,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Cerebellum,1.0,0.998483437346,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Cortex,1.0,0.998474682734,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Frontal Cortex (BA9),1.0,0.997883597884,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Hippocampus,1.0,0.997882851094,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Nucleus accumbens (basal ganglia),1.0,0.997803655598,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Putamen (basal ganglia),1.0,0.998314606742,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Spinal cord (cervical c-1),1.0,0.998670065209,1.0,1.0,1.0,1.0,1.0
Lung,Brain - Substantia nigra,1.0,0.997105643994,0.998597475456,1.0,1.0,1.0,1.0
Lung,Breast - Mammary Tissue,0.997897311374,0.962093918483,0.984530209464,1.0,1.0,1.0,1.0
Lung,Cells - EBV-transformed lymphocytes,1.0,0.985870639903,0.994164135807,1.0,1.0,1.0,1.0
Lung,Cells - Transformed fibroblasts,1.0,0.998296422487,1.0,1.0,1.0,1.0,1.0
Lung,Colon - Sigmoid,0.998956259427,0.987178794192,0.990314148345,1.0,1.0,1.0,1.0
Lung,Colon - Transverse,0.996807378503,0.944764096663,0.96950334011,1.0,1.0,1.0,1.0
Lung,Esophagus - Gastroesophageal Junction,1.0,0.993475735272,0.995751459237,1.0,1.0,1.0,1.0
Lung,Esophagus - Mucosa,0.99440249799,0.944927628203,0.968949378969,1.0,1.0,1.0,1.0
Lung,Esophagus - Muscularis,1.0,0.993925588459,0.996694214876,1.0,1.0,1.0,1.0
Lung,Heart - Atrial Appendage,1.0,0.988826815642,0.995798319328,1.0,1.0,1.0,1.0
Lung,Heart - Left Ventricle,1.0,0.994467496542,1.0,1.0,1.0,1.0,1.0
Lung,Liver,0.994007092198,0.93525753654,0.962309598818,1.0,1.0,1.0,1.0
Minor Salivary Gland,Adipose - Subcutaneous,1.0,0.996318067216,0.997782425995,1.0,1.0,1.0,1.0
Minor Salivary Gland,Adipose - Visceral (Omentum),0.998646362098,0.98953722334,0.993925075937,1.0,1.0,1.0,1.0
Minor Salivary Gland,Artery - Aorta,0.997801978803,0.984813607599,0.994458343531,1.0,1.0,1.0,1.0
Minor Salivary Gland,Artery - Tibial,1.0,0.998133167393,0.99876517802,1.0,1.0,1.0,1.0
Minor Salivary Gland,Breast - Mammary Tissue,0.998510242086,0.988512967782,0.994784876141,1.0,1.0,1.0,1.0
Minor Salivary Gland,Cells - EBV-transformed lymphocytes,1.0,0.992166269953,0.996132239175,1.0,1.0,1.0,1.0
Minor Salivary Gland,Cells - Transformed fibroblasts,1.0,0.999465866635,1.0,1.0,1.0,1.0,1.0
Minor Salivary Gland,Colon - Sigmoid,0.999718031862,0.993394107544,0.994442238984,1.0,1.0,1.0,1.0
Minor Salivary Gland,Colon - Transverse,0.99528473253,0.915739710425,0.956812147188,1.0,1.0,1.0,1.0
Minor Salivary Gland,Esophagus - Gastroesophageal Junction,1.0,0.996689837802,0.998821449617,1.0,1.0,1.0,1.0
Minor Salivary Gland,Esophagus - Mucosa,0.980891581121,0.90775933252,0.957350799009,1.0,1.0,1.0,1.0
Minor Salivary Gland,Esophagus - Muscularis,1.0,0.997945150238,0.99903242179,1.0,1.0,1.0,1.0
Minor Salivary Gland,Heart - Left Ventricle,1.0,0.998210020764,0.999128062171,1.0,1.0,1.0,1.0
Minor Salivary Gland,Lung,0.989370748299,0.888378566458,0.944725311763,1.0,1.0,1.0,1.0
Muscle - Skeletal,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Adipose - Visceral (Omentum),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Artery - Aorta,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Artery - Coronary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Frontal Cortex (BA9),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Hippocampus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Hypothalamus,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Nucleus accumbens (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Putamen (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Spinal cord (cervical c-1),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Brain - Substantia nigra,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Breast - Mammary Tissue,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Cells - EBV-transformed lymphocytes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Cells - Transformed fibroblasts,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Colon - Sigmoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Colon - Transverse,1.0,0.998393058011,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Esophagus - Gastroesophageal Junction,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Esophagus - Mucosa,1.0,0.998100664767,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Esophagus - Muscularis,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Heart - Atrial Appendage,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Heart - Left Ventricle,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Kidney - Cortex,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Liver,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Muscle - Skeletal,Lung,1.0,0.993690851735,0.998156682028,1.0,1.0,1.0,1.0
Muscle - Skeletal,Minor Salivary Gland,1.0,0.999125109361,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Adipose - Subcutaneous,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Adipose - Visceral (Omentum),1.0,0.982040816326,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Adrenal Gland,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Artery - Aorta,1.0,0.985130111524,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Artery - Coronary,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Artery - Tibial,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Brain - Amygdala,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Brain - Anterior cingulate cortex (BA24),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Brain - Caudate (basal ganglia),1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Brain - Cerebellar Hemisphere,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Nerve - Tibial,Brain - Cerebellum,1.0,1.0,1.0,1.0,1.0,1.0,1.0
